lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;c_0001;v_3;Einverst_Bedingungen;v_132_alter;v_133_Geschlecht;dupl1_svo1;dupl1_svo2;dupl1_svo3;dupl1_svo4;dupl1_svo5;dupl1_svo6;svo7;svo8;svo9;svo10;svo11;svo12;svo13;svo14;svo15;svo16;svo17;svo18;svo19;svo20;svo21;svo22;svo23;svo24;v_130_Instrukt_SVO;v_131_instrukt_SVO;v_57_ase_item_1;v_59_ASE_1_A;v_60_ASE_1_B;v_136_ase_Item_2;v_137_Item_2_A;v_138_Item_2_B;v_139_ase_Item_3;v_140_item3A;v_141_item3_b;v_142_ase_item4;v_143_ase_Item4A;v_144_ase_item4B;v_145_ase_item5;v_146_ase_item5A;v_147_ase_item5B;v_148_ase_item6;v_149_ase_item6A;v_150_ase_item6B;v_151_ase_item7;v_152_ase_item7A;v_153_ase_item7B;v_154_ase_item8;v_155_ase_item8A;v_156_ase_item8B;v_157_ase_item9;v_158_ase_item9A;v_159_ase_item9B;v_160_ase_item10;v_161_ase_item10A;v_162_ase_item10B;v_163_ase_item11;v_164_ase_item11A;v_165_ase_item11B;v_166_ase_item12;v_167_ase_item12A;v_168_ase_item12B;v_169_ase_item13;v_170_ase_item13A;v_171_ase_item13B;v_172_ase_item14;v_173_ase_item14A;v_174_ase_item14B;v_175_ase_item15;v_176_ase_item15A;v_177_ase_item15B;v_178_ase_item16;v_179_ase_item16A;v_180_ase_item16B;v_181_ase_item17;v_182_ase_item17A;v_183_ase_item17B;v_184_ase_item18;v_185_ase_item18A;v_186_ase_item18B;v_187_ase_item19;v_188_ase_item19A;v_189_ase_item19B;v_190_ase_item20;v_191_ase_item20A;v_192_ase_item20B;v_193_ase_item21;v_194_ase_item21A;v_195_ase_item21B;v_196_ase_item22;v_197_ase_iteam22A;v_198_ase_item22B;v_199_ase_item23;v_200_ase_item23A;v_201_ase_item23B;v_202_ase_item24;v_203_ase_item24A;v_204_ase_item24B;v_11;v_8;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts3775073;rts3775076;rts3775078;rts3784671;rts3799655;rts3813907;rts3813922;rts3818110;rts3819678;rts3842819;rts3842822;rts3842825;rts3842828;rts3842830;rts3842832;rts3842833;rts3842835;rts3842837;rts3842838;rts3842840;rts3842842;rts3842857;rts3842859;rts3842861;rts3842862;rts3842864;rts3842866;rts3842870;rts3842872;rts3842874;rts3842875;rts3842877;rts3842879;rts3842880;rts3842882;rts3842884;rts3842886;rts3842888;rts3842890;rts3842891;rts3842893;rts3842895;rts3842900;rts3842902;rts3842904;rts3842905;rts3842907;rts3842909;rts3842910;rts3842912;rts3842914;rts3842915;rts3842917;rts3842919;rts3842920;rts3842922;rts3842924;rts3842925;rts3842927;rts3842929;rts3842932;rts3842934;rts3842936;rts3842937;rts3842939;rts3842941;rts3842942;rts3842944;rts3842946;rts3842947;rts3842949;rts3842951;rts3842955;rts3842957;rts3842959;rts3842966;rts3842968;rts3842970;rnd_pg_3821863_1;rnd_pg_3821863_2;rnd_pg_3821863_3;rnd_pg_3821863_4;rnd_pg_3821863_5;rnd_pg_3821863_6;rnd_pg_3821863_7;rnd_pg_3821863_8;rnd_pg_3821863_9;rnd_pg_3821863_10;rnd_pg_3821863_11;rnd_pg_3821863_12;rnd_pg_3821863_13;rnd_pg_3821863_14;rnd_pg_3821863_15;rnd_pg_3821863_16;rnd_pg_3821863_17;rnd_pg_3821863_18;rnd_pg_3821863_19;rnd_pg_3821863_20;rnd_pg_3821863_21;rnd_pg_3821863_22;rnd_pg_3821863_23;rnd_pg_3821863_24
396;0;0;31;3775080;-77;455;1;1;1;24;1;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;2;2;-77;2;3;-77;3;2;-77;2;3;-77;3;3;-77;3;2;-77;2;3;-77;3;2;-77;2;2;-77;2;2;-77;2;3;-77;3;4;4;-77;4;4;-77;2;-77;2;3;-77;3;4;4;-77;3;-77;3;3;-77;3;4;4;-77;1;1;-77;2;-77;2;3;-77;3;2;-77;1;3;-77;3;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842955,3842956,3842958,3842959,3842915,3842916,3842917,3842918,3842900,3842901,3842902,3842903,3842920,3842921,3842923,3842924,3842875,3842876,3842878,3842879,3842833,3842834,3842836,3842837,3842966,3842967,3842969,3842970,3799655,3813906,3813921,3813922,3842880,3842881,3842883,3842884,3842819,3842821,3842824,3842825,3842937,3842938,3842939,3842940,3842838,3842839,3842841,3842842,3842886,3842887,3842889,3842890,3842828,3842829,3842831,3842832,3842905,3842906,3842908,3842909,3842891,3842892,3842893,3842894,3842942,3842943,3842945,3842946,3842925,3842926,3842928,3842929,3842910,3842911,3842913,3842914,3842932,3842933,3842934,3842935,3842870,3842871,3842873,3842874,3842857,3842858,3842860,3842861,3842947,3842948,3842950,3842951,3842862,3842863,3842865,3842866,3775078,3775080;0;1;0;-77;-77;a1a41ea7ab1f264169cb99f7564ee73e;1;0;1576833649;20.12.2019 09:20;20.12.2019 09:28;0000-00-00 00:00:00;10;0;455;174;307;0;313;207;19;326;0;330;357;0;361;285;0;289;341;0;345;427;0;430;444;0;448;420;0;424;268;0;276;318;0;322;349;0;353;374;378;0;242;249;0;365;0;369;400;0;406;228;237;0;257;0;263;391;0;396;410;415;0;334;338;0;383;0;386;435;0;439;217;0;224;294;0;299;3842955;3842915;3842900;3842920;3842875;3842833;3842966;3799655;3842880;3842819;3842937;3842838;3842886;3842828;3842905;3842891;3842942;3842925;3842910;3842932;3842870;3842857;3842947;3842862
397;0;0;31;3775080;-77;825;1;1;1;28;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;-77;1;1;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;2;-77;1;2;-77;1;1;-77;4;4;-77;1;2;-77;3;-77;3;3;-77;3;4;3;-77;4;3;-77;1;1;-77;1;1;-77;4;3;-77;3;-77;3;2;-77;2;1;2;-77;4;4;-77;4;4;-77;4;4;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842880,3842881,3842882,3842883,3842891,3842892,3842894,3842895,3842875,3842876,3842877,3842878,3842886,3842887,3842888,3842889,3842915,3842916,3842917,3842918,3842955,3842956,3842957,3842958,3799655,3813906,3813907,3813921,3842937,3842938,3842940,3842941,3842920,3842921,3842922,3842923,3842966,3842967,3842968,3842969,3842819,3842821,3842822,3842824,3842862,3842863,3842864,3842865,3842942,3842943,3842944,3842945,3842870,3842871,3842872,3842873,3842905,3842906,3842907,3842908,3842838,3842839,3842840,3842841,3842932,3842933,3842935,3842936,3842925,3842926,3842927,3842928,3842857,3842858,3842859,3842860,3842833,3842834,3842835,3842836,3842947,3842948,3842949,3842950,3842828,3842829,3842830,3842831,3842910,3842911,3842912,3842913,3842900,3842901,3842903,3842904,3775078,3775080;0;1;0;-77;-77;176fce18bb40f5ab2e53a728082716b0;1;0;1576838632;20.12.2019 10:43;20.12.2019 10:57;0000-00-00 00:00:00;6;0;825;155;630;634;0;537;11;669;674;0;799;802;0;781;784;0;749;754;0;774;777;0;678;687;0;703;708;0;581;588;0;553;558;0;593;600;0;565;0;570;814;0;818;716;745;0;805;811;0;606;614;0;651;655;0;767;771;0;758;0;762;642;0;646;692;700;0;787;793;0;619;625;0;660;665;0;3842880;3842891;3842875;3842886;3842915;3842955;3799655;3842937;3842920;3842966;3842819;3842862;3842942;3842870;3842905;3842838;3842932;3842925;3842857;3842833;3842947;3842828;3842910;3842900
398;0;0;31;3775080;-77;392;1;1;1;23;2;2;2;2;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;4;4;-77;4;4;-77;4;4;-77;2;-77;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;4;4;-77;4;4;-77;4;4;-77;4;4;-77;4;4;-77;2;-77;2;2;-77;2;4;4;-77;2;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842833,3842834,3842836,3842837,3842819,3842821,3842824,3842825,3842862,3842863,3842864,3842865,3842875,3842876,3842877,3842878,3842880,3842881,3842883,3842884,3842937,3842938,3842939,3842940,3842870,3842871,3842872,3842873,3842838,3842839,3842841,3842842,3842857,3842858,3842860,3842861,3842905,3842906,3842908,3842909,3842886,3842887,3842889,3842890,3842966,3842967,3842968,3842969,3842942,3842943,3842944,3842945,3842932,3842933,3842934,3842935,3842947,3842948,3842950,3842951,3799655,3813906,3813921,3813922,3842955,3842956,3842958,3842959,3842900,3842901,3842903,3842904,3842910,3842911,3842913,3842914,3842891,3842892,3842894,3842895,3842920,3842921,3842922,3842923,3842915,3842916,3842918,3842919,3842828,3842829,3842831,3842832,3842832,3842832,3842925,3842926,3842927,3842928,3775078,3775080;1;0;0;-77;-77;0dc936a3eeeac5a9d96987da126e7d2e;1;0;1576922364;21.12.2019 09:59;21.12.2019 10:05;0000-00-00 00:00:00;7;0;392;55;334;0;337;62;13;230;0;233;372;0;376;224;0;227;266;0;270;273;0;276;236;238;0;261;264;0;242;245;0;248;0;250;284;0;287;355;0;358;345;0;348;279;0;281;350;0;353;366;0;369;360;364;0;379;381;0;301;304;0;254;257;0;295;298;0;307;0;332;339;0;342;290;292;0;3842833;3842819;3842862;3842875;3842880;3842937;3842870;3842838;3842857;3842905;3842886;3842966;3842942;3842932;3842947;3799655;3842955;3842900;3842910;3842891;3842920;3842915;3842828;3842925
399;0;0;31;3775080;-77;737;2;1;1;35;2;2;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;1;1;4;4;-77;1;1;-77;1;1;-77;1;1;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;3;-77;3;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3819678,3819678,3784671,3818110,3821863,3842862,3842863,3842864,3842865,3842900,3842901,3842902,3842903,3842880,3842881,3842883,3842884,3842947,3842948,3842949,3842949,3842949,3842950,3842920,3842921,3842922,3842923,3842910,3842911,3842912,3842913,3842838,3842839,3842840,3842841,3842955,3842956,3842957,3842958,3842905,3842906,3842907,3842908,3842942,3842943,3842944,3842945,3842833,3842834,3842835,3842836,3842915,3842916,3842917,3842918,3799655,3813906,3813907,3813921,3842932,3842933,3842934,3842935,3842819,3842821,3842822,3842824,3842937,3842938,3842939,3842940,3842870,3842871,3842872,3842873,3842891,3842892,3842893,3842894,3842828,3842829,3842830,3842831,3842875,3842876,3842877,3842878,3842857,3842858,3842859,3842860,3842886,3842887,3842888,3842889,3842966,3842967,3842968,3842969,3842925,3842926,3842927,3842928,3775078,3775080;1;0;0;-77;-77;1c34aa8ab766d6bbcc64991a14e1aa6a;1;0;1576927080;21.12.2019 11:18;21.12.2019 11:30;0000-00-00 00:00:00;5;0;737;294;623;628;0;453;12;644;651;0;682;686;0;603;607;0;543;548;0;702;705;0;461;469;0;665;671;0;689;695;0;492;0;499;711;713;0;674;678;0;478;485;0;567;576;0;533;539;0;611;615;0;519;527;0;726;731;0;632;635;0;656;661;0;585;598;0;504;514;0;555;561;0;717;721;0;3842862;3842900;3842880;3842947;3842920;3842910;3842838;3842955;3842905;3842942;3842833;3842915;3799655;3842932;3842819;3842937;3842870;3842891;3842828;3842875;3842857;3842886;3842966;3842925
400;0;0;31;3775080;-77;677;2;1;1;49;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;2;2;-77;2;3;-77;3;2;-77;2;3;-77;3;3;-77;3;3;-77;3;3;-77;3;2;-77;2;2;-77;2;3;-77;3;3;-77;3;1;1;-77;1;1;-77;2;-77;2;2;-77;2;1;1;-77;2;-77;2;2;-77;2;1;1;-77;4;4;-77;3;-77;3;3;-77;3;2;-77;2;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842932,3842933,3842934,3842935,3842910,3842911,3842913,3842914,3842875,3842876,3842878,3842879,3842838,3842839,3842841,3842842,3842955,3842956,3842958,3842959,3842942,3842943,3842945,3842946,3842833,3842834,3842836,3842837,3842937,3842938,3842939,3842940,3799655,3813906,3813921,3813922,3842870,3842871,3842873,3842874,3842900,3842901,3842902,3842903,3842886,3842887,3842889,3842890,3842819,3842821,3842824,3842825,3842920,3842921,3842923,3842924,3842905,3842906,3842908,3842909,3842915,3842915,3842915,3842916,3842917,3842918,3842862,3842863,3842865,3842866,3842966,3842967,3842969,3842970,3842891,3842892,3842893,3842894,3842947,3842948,3842950,3842951,3842828,3842829,3842831,3842832,3842857,3842858,3842860,3842861,3842880,3842881,3842883,3842884,3842925,3842926,3842928,3842929,3775078,3775080;1;1;0;-77;-77;8d7a15856f7b10578412d7ff8d8ad440;1;0;1577011872;22.12.2019 10:51;22.12.2019 11:02;0000-00-00 00:00:00;21;0;677;190;425;0;433;277;32;490;0;496;619;0;626;394;0;404;346;0;354;633;0;641;556;0;563;442;0;448;330;0;338;647;0;653;478;0;484;588;597;0;462;470;0;520;0;527;305;0;323;540;549;0;504;0;510;661;0;667;289;298;0;412;418;0;374;0;383;605;0;613;361;0;367;570;0;580;3842932;3842910;3842875;3842838;3842955;3842942;3842833;3842937;3799655;3842870;3842900;3842886;3842819;3842920;3842905;3842915;3842862;3842966;3842891;3842947;3842828;3842857;3842880;3842925
402;0;0;31;3775080;-77;427;1;1;1;21;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;2;2;2;1;4;4;-77;4;4;-77;1;1;-77;4;4;-77;2;-77;2;4;4;-77;1;2;-77;1;1;-77;2;-77;2;1;1;-77;4;4;-77;1;1;-77;1;1;-77;3;-77;4;4;3;-77;4;4;-77;1;1;-77;4;3;-77;4;4;-77;1;1;-77;2;-77;2;2;-77;2;3;-77;3;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842955,3842956,3842958,3842959,3842915,3842916,3842917,3842918,3842875,3842876,3842878,3842879,3842910,3842911,3842912,3842913,3842925,3842926,3842927,3842928,3842966,3842967,3842969,3842970,3842857,3842858,3842859,3842860,3842905,3842906,3842908,3842909,3799655,3813906,3813907,3813921,3842937,3842938,3842939,3842940,3842942,3842943,3842945,3842946,3842828,3842829,3842830,3842831,3842838,3842839,3842841,3842842,3842900,3842901,3842902,3842903,3842862,3842863,3842864,3842865,3842920,3842921,3842922,3842923,3842819,3842821,3842822,3842824,3842932,3842933,3842934,3842935,3842880,3842881,3842882,3842883,3842947,3842948,3842950,3842951,3842870,3842871,3842872,3842873,3842891,3842892,3842893,3842894,3842886,3842887,3842888,3842889,3842833,3842834,3842835,3842836,3775078,3775080;0;1;0;-77;-77;be0132ccd971bc0a63307076bace02c2;1;0;1577300118;25.12.2019 18:55;25.12.2019 19:02;0000-00-00 00:00:00;5;0;427;160;324;327;0;230;9;377;380;0;346;349;0;422;424;0;352;0;355;312;314;0;365;367;0;404;406;0;264;0;266;391;393;0;416;417;0;409;411;0;359;361;0;318;0;321;272;276;0;250;254;0;370;373;0;281;285;0;384;388;0;332;334;0;338;0;342;397;0;399;239;0;244;300;0;302;3842955;3842915;3842875;3842910;3842925;3842966;3842857;3842905;3799655;3842937;3842942;3842828;3842838;3842900;3842862;3842920;3842819;3842932;3842880;3842947;3842870;3842891;3842886;3842833
403;0;0;31;3775080;-77;900;2;1;1;48;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;1;2;1;4;4;-77;1;1;-77;1;1;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;4;4;-77;4;4;-77;4;4;-77;4;4;-77;4;4;-77;4;4;-77;1;1;-77;4;4;-77;4;4;-77;1;1;-77;4;3;-77;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;-77;4;4;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842870,3842871,3842872,3842873,3842900,3842901,3842902,3842903,3842875,3842876,3842877,3842878,3842920,3842921,3842922,3842923,3842880,3842881,3842882,3842883,3842828,3842829,3842830,3842831,3842955,3842956,3842957,3842958,3842942,3842943,3842944,3842944,3842944,3842945,3842966,3842967,3842968,3842969,3842886,3842887,3842888,3842888,3842888,3842889,3842925,3842926,3842927,3842928,3842862,3842863,3842864,3842864,3842864,3842865,3842838,3842839,3842840,3842841,3842857,3842858,3842859,3842860,3842891,3842892,3842893,3842894,3842947,3842948,3842949,3842950,3842932,3842933,3842934,3842935,3842910,3842911,3842912,3842913,3799655,3813906,3813907,3813921,3842915,3842916,3842917,3842918,3842833,3842834,3842835,3842836,3842905,3842906,3842907,3842908,3842819,3842821,3842822,3842824,3842937,3842938,3842939,3842940,3775078,3775080;1;0;0;-77;-77;ca5a4ff72b42d3671ded02fef26cf80f;1;0;1577368454;26.12.2019 13:54;26.12.2019 14:09;0000-00-00 00:00:00;18;0;900;327;828;832;0;471;24;874;881;0;583;589;0;853;857;0;723;731;0;737;743;0;706;715;0;485;503;0;526;534;0;566;575;0;662;670;0;749;753;0;510;519;0;864;868;0;813;820;0;842;849;0;542;554;0;687;697;0;799;807;0;887;892;0;612;637;0;764;774;0;598;605;0;645;651;0;3842870;3842900;3842875;3842920;3842880;3842828;3842955;3842942;3842966;3842886;3842925;3842862;3842838;3842857;3842891;3842947;3842932;3842910;3799655;3842915;3842833;3842905;3842819;3842937
404;0;0;31;3775080;-77;257;1;1;1;29;1;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;0;0;2;-77;2;2;-77;2;3;-77;4;3;-77;3;3;-77;3;2;-77;2;3;-77;3;3;-77;3;3;-77;3;3;-77;3;3;-77;3;4;4;-77;4;4;-77;2;-77;2;2;-77;2;2;-77;2;2;-77;2;2;-77;2;1;1;-77;1;1;-77;2;-77;2;2;-77;2;2;-77;2;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842828,3842829,3842831,3842832,3842838,3842839,3842841,3842842,3799655,3813906,3813921,3813922,3842833,3842834,3842836,3842837,3842886,3842887,3842889,3842890,3842900,3842901,3842902,3842903,3842910,3842911,3842913,3842914,3842932,3842933,3842934,3842935,3842905,3842906,3842908,3842909,3842955,3842956,3842958,3842959,3842925,3842926,3842928,3842929,3842891,3842892,3842893,3842894,3842819,3842821,3842824,3842825,3842920,3842921,3842923,3842924,3842915,3842916,3842918,3842919,3842857,3842858,3842860,3842861,3842966,3842967,3842969,3842970,3842880,3842881,3842883,3842884,3842862,3842863,3842865,3842866,3842947,3842948,3842950,3842951,3842942,3842943,3842945,3842946,3842875,3842876,3842878,3842879,3842937,3842938,3842939,3842940,3842870,3842871,3842873,3842874,3775078,3775080;0;0;0;-77;-77;2fc2d42a253ec182890976789fa477bd;1;0;1577377724;26.12.2019 16:28;26.12.2019 16:33;0000-00-00 00:00:00;11;0;257;102;130;0;133;108;26;187;0;189;116;0;121;135;0;138;124;0;127;200;0;202;216;0;218;241;0;243;231;0;233;210;0;213;141;0;143;182;185;0;146;149;0;165;0;167;152;0;157;196;0;198;191;0;193;177;0;180;159;162;0;236;238;0;225;0;229;220;0;223;169;0;175;205;0;206;3842828;3842838;3799655;3842833;3842886;3842900;3842910;3842932;3842905;3842955;3842925;3842891;3842819;3842920;3842915;3842857;3842966;3842880;3842862;3842947;3842942;3842875;3842937;3842870
405;0;0;31;3775080;-77;217;1;1;1;34;1;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;1;0;0;3;-77;4;2;-77;2;2;-77;2;2;-77;2;3;-77;3;3;-77;3;3;-77;3;2;-77;2;2;-77;2;2;-77;2;2;-77;2;4;4;-77;4;4;-77;3;-77;4;2;-77;2;2;-77;2;3;-77;3;3;-77;3;4;4;-77;1;1;-77;3;-77;3;2;-77;2;2;-77;2;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3799655,3813906,3813921,3813922,3842955,3842956,3842958,3842959,3842833,3842834,3842836,3842837,3842875,3842876,3842878,3842879,3842910,3842911,3842913,3842914,3842942,3842943,3842945,3842946,3842905,3842906,3842908,3842909,3842886,3842887,3842889,3842890,3842925,3842926,3842928,3842929,3842870,3842871,3842873,3842874,3842819,3842821,3842824,3842825,3842828,3842829,3842831,3842832,3842915,3842916,3842918,3842919,3842880,3842881,3842883,3842884,3842947,3842948,3842950,3842951,3842900,3842901,3842902,3842903,3842920,3842921,3842923,3842924,3842932,3842933,3842934,3842935,3842937,3842938,3842939,3842940,3842891,3842892,3842893,3842894,3842862,3842863,3842865,3842866,3842966,3842967,3842969,3842970,3842838,3842839,3842841,3842842,3842857,3842858,3842860,3842861,3775078,3775080;0;1;0;-77;-77;ffdcc86cf00146325605a7309f9726fa;1;0;1577378202;26.12.2019 16:36;26.12.2019 16:40;0000-00-00 00:00:00;8;0;217;87;97;0;99;90;18;142;0;144;146;0;153;106;0;109;196;0;197;200;0;201;188;0;190;138;0;140;111;0;113;159;0;162;130;0;131;183;185;0;167;169;0;123;0;128;116;0;117;156;0;157;171;0;174;134;0;135;176;177;0;180;181;0;119;0;121;164;0;165;102;0;104;192;0;193;3799655;3842955;3842833;3842875;3842910;3842942;3842905;3842886;3842925;3842870;3842819;3842828;3842915;3842880;3842947;3842900;3842920;3842932;3842937;3842891;3842862;3842966;3842838;3842857
407;0;0;31;3775080;-77;650;2;1;1;44;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;1;2;-77;2;2;-77;2;3;-77;3;3;-77;3;3;-77;3;2;-77;2;3;-77;3;3;-77;3;3;-77;3;3;-77;3;3;-77;3;4;4;-77;4;4;-77;3;-77;3;3;-77;3;2;-77;2;3;-77;3;3;-77;3;3;-77;3;4;4;-77;2;-77;1;3;-77;3;2;-77;2;3;-77;3;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842857,3842858,3842860,3842861,3842875,3842876,3842878,3842879,3842966,3842967,3842969,3842970,3842942,3842943,3842945,3842946,3842886,3842887,3842889,3842890,3842920,3842921,3842923,3842924,3842932,3842933,3842935,3842936,3842925,3842926,3842928,3842929,3842900,3842901,3842902,3842903,3842937,3842938,3842939,3842940,3842838,3842839,3842841,3842842,3842880,3842881,3842883,3842884,3842915,3842916,3842918,3842919,3842947,3842948,3842950,3842951,3842828,3842829,3842831,3842832,3799655,3813906,3813921,3813922,3842891,3842892,3842893,3842894,3842862,3842863,3842865,3842866,3842870,3842871,3842873,3842874,3842910,3842911,3842913,3842914,3842833,3842834,3842836,3842837,3842905,3842906,3842908,3842909,3842819,3842821,3842824,3842825,3842955,3842956,3842958,3842959,3775078,3775080;1;0;0;-77;-77;720610c2fc4d398de9266e26087c30c8;1;0;1577379255;26.12.2019 16:54;26.12.2019 17:05;0000-00-00 00:00:00;30;0;650;213;567;0;569;395;43;620;0;622;561;0;565;606;0;610;535;0;538;408;0;419;583;0;586;590;0;593;430;0;435;542;0;544;465;0;469;573;577;0;510;515;0;614;0;617;597;0;601;548;0;551;473;0;479;502;0;506;489;0;493;527;529;0;455;0;459;554;0;557;628;0;634;444;0;450;3842857;3842875;3842966;3842942;3842886;3842920;3842932;3842925;3842900;3842937;3842838;3842880;3842915;3842947;3842828;3799655;3842891;3842862;3842870;3842910;3842833;3842905;3842819;3842955
406;0;0;31;3775080;-77;248;2;1;1;33;1;1;2;2;1;2;1;1;2;2;2;2;2;1;2;1;1;2;1;2;1;1;1;1;2;0;0;4;4;-77;4;4;-77;1;1;-77;4;4;-77;4;4;-77;4;4;-77;4;4;-77;1;1;-77;1;1;-77;4;4;-77;1;1;-77;2;-77;2;3;-77;3;1;2;-77;1;1;-77;4;4;-77;1;1;-77;4;4;-77;3;-77;3;3;-77;3;4;4;-77;1;1;-77;4;4;-77;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842905,3842906,3842907,3842908,3842932,3842933,3842935,3842936,3842937,3842938,3842940,3842941,3842920,3842921,3842922,3842923,3842857,3842858,3842859,3842860,3842910,3842911,3842912,3842913,3842838,3842839,3842840,3842841,3842955,3842956,3842957,3842958,3842819,3842821,3842822,3842824,3842925,3842926,3842927,3842928,3799655,3813906,3813907,3813921,3842900,3842901,3842903,3842904,3842833,3842834,3842835,3842836,3842828,3842829,3842830,3842831,3842870,3842871,3842872,3842873,3842862,3842863,3842864,3842865,3842880,3842881,3842882,3842883,3842915,3842916,3842917,3842918,3842875,3842876,3842877,3842878,3842947,3842948,3842949,3842950,3842942,3842943,3842944,3842945,3842891,3842892,3842894,3842895,3842966,3842967,3842968,3842969,3842886,3842887,3842888,3842889,3775078,3775080;0;0;0;-77;-77;cfbab8e75b445b484a83d94509e221cd;1;0;1577378775;26.12.2019 16:46;26.12.2019 16:50;0000-00-00 00:00:00;5;0;248;93;169;171;0;97;16;150;153;0;193;194;0;189;190;0;143;144;0;126;128;0;200;202;0;196;198;0;218;220;0;208;209;0;243;244;0;235;0;236;173;0;174;106;110;0;133;135;0;211;215;0;122;124;0;157;158;0;113;0;115;118;0;119;230;233;0;224;226;0;147;148;0;239;240;0;3842905;3842932;3842937;3842920;3842857;3842910;3842838;3842955;3842819;3842925;3799655;3842900;3842833;3842828;3842870;3842862;3842880;3842915;3842875;3842947;3842942;3842891;3842966;3842886
